cause,effect,label,lb,metric,ub
social_1_S013_IME,social_1_S007_EGR,0,0.6042148993324624,PN,0.7494009076996068
social_1_S015_ODI,social_1_S007_EGR,1,0.2534278235194516,PN,0.34963113991036815
Topography_Env104_MGU_litt,social_1_S007_EGR,2,0.3185187257705869,PN,0.4799040920266425
social_1_S003_MsR,social_1_S007_EGR,3,0.02297471639626887,PN,0.1204344398564489
altEconomyClass_1_Ec109_OcuTradBankServHab,social_1_S007_EGR,4,0.2983464262054321,PN,0.40546768301330344
altEconomyClass_1_Ec096_OcuSecunHab,social_1_S007_EGR,5,0.21539077188992967,PN,0.4228869213444226
social_1_S040_Tbnatalidad,social_1_S007_EGR,6,0.2064080625760994,PN,0.36143656785566824
social_1_S036_Tbmortalid,social_1_S007_EGR,7,0.2076384432678261,PN,0.399935582071937
