cause,effect,label,lb,metric,ub
social_1_S013_IME,social_1_S007_EGR,0,0.0054309987828797335,PNrc,0.32707661864575927
social_1_S015_ODI,social_1_S007_EGR,1,0.009889173847977271,PNrc,0.16716778694334017
Topography_Env104_MGU_litt,social_1_S007_EGR,2,0.11574163908493817,PNrc,0.3166974513362155
social_1_S003_MsR,social_1_S007_EGR,3,0.004541907842724877,PNrc,0.1137123001937428
altEconomyClass_1_Ec109_OcuTradBankServHab,social_1_S007_EGR,4,0.06019435997795254,PNrc,0.19917180305629656
altEconomyClass_1_Ec096_OcuSecunHab,social_1_S007_EGR,5,0.08541003392329283,PNrc,0.3406196897845235
social_1_S040_Tbnatalidad,social_1_S007_EGR,6,0.016447874442481334,PNrc,0.2895454167162242
social_1_S036_Tbmortalid,social_1_S007_EGR,7,0.0029357877603219174,PNrc,0.2457004616327303
