cause,effect,label,lb,metric,ub
social_1_S013_IME,social_1_S007_EGR,0,0.508032810254602,PNS,0.6286526563055712
social_1_S015_ODI,social_1_S007_EGR,1,0.20276821005658172,PNS,0.29948839316170245
Topography_Env104_MGU_litt,social_1_S007_EGR,2,0.23391570761174052,PNS,0.3444355709671125
social_1_S003_MsR,social_1_S007_EGR,3,0.014897666276775409,PNS,0.07963829714042613
altEconomyClass_1_Ec109_OcuTradBankServHab,social_1_S007_EGR,4,0.27475374899511723,PNS,0.34973848533093155
altEconomyClass_1_Ec096_OcuSecunHab,social_1_S007_EGR,5,0.14669451388946878,PNS,0.295312646419907
social_1_S040_Tbnatalidad,social_1_S007_EGR,6,0.18133076575463436,PNS,0.34835359798101134
social_1_S036_Tbmortalid,social_1_S007_EGR,7,0.17893596990177138,PNS,0.31824059851124986
