0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
social_1_Ec001_ActR,social_1_S042_Pdens,social_1_S007_EGR,social_1_S013_IME,social_1_S015_ODI,Topography_Env104_MGU_litt,social_1_S003_MsR,altEconomyClass_1_Ec109_OcuTradBankServHab,altEconomyClass_1_Ec096_OcuSecunHab,alt_LandUse_1_Env093_BUILT,alt_LandUse_1_Env095_HERBCROPS,alt_LandUse_1_Env096_WoodCrops,alt_LandUse_1_Env098_Natural,alt_LandUse_1_Env097_HETEROGENEO,alt_LandUse_1_Env094_INTENSIVE,social_1_S040_Tbnatalidad,social_1_S036_Tbmortalid
